Published.status,Created,Updated,Title,Strunz,Formula,Mindat.ID,Class,Colour,Crystal.System,Dimorph.Of,Group.Members,Group.Parent,Habit.Of,Hardness.Max,Hardness.Min,Isostructural.with,Mindat.Status,Mindat.URL,Mixture.Of,Polymorph.of,Polytype.Of,Renamed.To,Streak,Synonym.Of,Synonyms,Type.Locality,Unnamed,Variety.Of,Approval.status,Nid,Nid.1,Source
Yes,2016-03-21 12:23:12,2019-06-21 09:08:45,Shelkovite,"",Mg7(CO3)5(OH)4·24H2O,32124,Mineral,"",Monoclinic,"","","","","","","",Published without Approval,http://www.mindat.org/min-32124.html,"","","","","","","","","","",Approved,599436,599436,
Yes,2016-03-01 09:14:36,2016-03-01 17:00:29,Manganepidote,"","",6046,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-6046.html,"","","","","","Piemontite, Thulite","","","","",Approved,591383,591383,
Yes,2016-02-26 17:49:23,2016-02-29 17:52:20,Libyan Desert Glass,"","",39796,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-39796.html,"","","","","","","","","",Tektite,Approved,589925,589925,
Yes,2016-02-02 11:49:55,2016-02-02 11:49:55,Unnamed (MSH UK-86),"","Fe, S, Si, O, Na, K, Cl",39037,Mineral,orange-brown,"","","","","","","","","",http://www.mindat.org/min-39037.html,"","","","","","","","","","",Approved,580633,580633,
Yes,2016-02-01 23:47:38,2016-02-11 17:12:50,Animikite,"","",237,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-237.html,"Galena, Nickeline, Silver","","","","","","","","","",Approved,580532,580532,
Yes,2016-01-31 11:46:45,2016-01-31 17:07:26,Margarodite,"","",26658,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-26658.html,"Muscovite, Paragonite","","","","","","","","","",Approved,579597,579597,
Yes,2016-01-17 21:47:13,2019-06-21 09:08:45,Mineral F (of Dunn),"","Mg5(Zn,Mn)3(CO3)2(OH,Cl)12 · H2O",43408,Mineral,"","","","","","","","","","",https://www.mindat.org/min-43408.html,"","","","","",UM1986-10-CO:ClHMgMnZn,UM1986-10-CO:ClHMgMnZn,"","","",Approved,574143,574143,
Yes,2016-01-17 21:41:22,2019-06-21 09:08:45,Unnamed (MSH UK-52),"","(K,Na)4-x(Mn,Fe)4-ySi8O20 · nH2O",27630,Mineral,"","","","","","","","","","",http://www.mindat.org/min-27630.html,"","","","","","","","","","",Approved,574142,574142,
Yes,2016-01-12 17:30:47,2016-01-12 17:30:47,Belemnite,"","","",Fossil,"","","","","","","","","","","","","","","","","","","","","",Approved,503311,503311,
Yes,2015-12-29 11:59:51,2016-01-06 17:59:09,Bismuth Ochre,"","",685,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-685.html,"","","","","","Bismite, Bismutite","","","","",Approved,498133,498133,
Yes,2015-12-07 17:03:30,2016-01-11 17:43:43,Pyroaurite-3R,"",Mg6Fe23+(OH)16(CO3) · 4H2O,3330,Mineral,"",Trigonal,"","","","","","","",Valid,http://www.mindat.org/min-3330.html,"","",Pyroaurite,"","","","","","","",Approved,490607,490607,
Yes,2015-12-04 16:47:00,2015-12-28 17:08:49,Coal Blend,"","",44045,Mineral,Jet-black,Amorphous,"","","","",3,2,"",No Data,http://www.mindat.org/min-44045.html,"","","","","","",Coal Blend,"","",Pyrobitumen,Approved,489754,489754,
Yes,2015-10-24 12:01:35,2017-01-12 23:56:21,Honor Plate,"","","",Man Made,"","","","","","","","","","","","","","","","","","","","",Memorabilia,Approved,300859,300859,
Yes,2015-10-24 12:00:58,2015-10-24 12:00:58,Ceramic,"","","",Man Made,"","","","","","","","","","","","","","","","","","","","","",Approved,300858,300858,
Yes,2015-09-15 16:01:22,2015-09-15 16:01:22,Mining Medal,"","","",Man Made,"","","","","","","","","","","","","","","","","","","","",Commemorative Medal,Approved,251344,251344,
Yes,2015-09-15 15:59:45,2015-09-15 15:59:45,Commemorative Medal,"","","",Man Made,"","","","","","","","","","","","","","","","","","","","","",Approved,251343,251343,
Yes,2015-09-09 13:41:31,2019-06-21 09:08:45,Mixed Minerals,"",Please refer to the Description & Photos for more information,"","","","","","","","","","","","","","","","","","","","","","","",Approved,248908,248908,
Yes,2015-09-07 07:27:11,2015-09-07 07:27:11,Copper Pitch Ore,"","",8890,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-8890.html,"Chrysocolla, Goethite, Malachite, Tenorite, Wad","","","","","","","","","",New,247713,247713,
Yes,2015-09-05 00:22:38,2015-09-05 00:22:38,Rötel,"","",42073,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-42073.html,"Clay, Hematite","","","","","",Rotel,"","","",New,243528,243528,
Yes,2015-09-05 00:22:38,2016-03-06 16:45:38,Merumite,"","",42905,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-42905.html,"Bracewellite, Eskolaite, Gahnite, Gold, Grimaldiite, Guyanaite, Mcconnellite, Pyrophyllite, Quartz","","","","","","","Director Creek, Merume river, Kamakusa, Mazaruni District, Guyana","","",Approved,243529,243529,
Yes,2015-09-02 16:15:27,2015-09-02 16:15:27,Resbanyite,"","",3391,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-3391.html,"Cosalite, Hammarite, Krupkaite","","","","","","","","","",New,229706,229706,
Yes,2015-08-15 11:30:15,2019-06-21 09:08:45,Cadmian Wulfenite,"","","",Mineral,"","","","","","","","","","","","","","","","","","","","",Wulfenite,Approved,221081,221081,
Yes,2015-07-05 08:45:59,2015-08-14 08:09:36,Pyrrhotite-5C,"","",39654,Mineral,"","","","","","","","","",Polytype,http://www.mindat.org/min-39654.html,"","",Pyrrhotite,"","","",Pyrrhotite-5h,"","","",Approved,208794,208794,
Yes,2015-07-05 08:45:59,2015-08-14 08:09:36,Berthierine-1H,"","",26591,Mineral,"","","","","","","","","",Polytype,http://www.mindat.org/min-26591.html,"","",Berthierine,"","","","","","","",Approved,208796,208796,
Yes,2015-07-05 08:45:59,2015-08-14 08:09:36,Barium-Uranophane,"","",470,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-470.html,"","","","","","","","","","",Approved,208798,208798,
Yes,2015-07-05 08:45:59,2015-08-14 08:09:34,Graphite-3R,"","",31720,Mineral,"","","","","","","","","",Polytype,http://www.mindat.org/min-31720.html,"","",Graphite,"","","","","","","",Approved,208802,208802,
Yes,2015-07-05 08:45:59,2015-08-14 08:09:34,Ferro-akermanite,"","",1506,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-1506.html,"","","","","","","","","","",Approved,208807,208807,
Yes,2015-07-05 08:45:59,2015-08-14 08:09:34,Antillite,"","",261,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-261.html,"","","","","","","","","","",Approved,208808,208808,
Yes,2015-04-22 14:50:52,2015-08-14 08:09:38,Ferriallanite,"","",42488,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-42488.html,"","","","","","Ferriallanite-(Ce), Ferriallanite-(La)","","","","",Approved,202521,202521,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:14,Polychrom,"","",6104,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-6104.html,"","","","","","Mimetite, Pyromorphite","","","","",Approved,10133,10133,
Yes,2015-03-27 12:23:10,2017-03-21 16:35:43,Kutyukhinite,"",2Ca2(SiO4)·CaF2,32125,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-32125.html,"","","","","","","","","","",New,10145,10145,
Yes,2015-03-27 12:23:10,2017-02-26 15:22:55,Rubinblende,"","",29584,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-29584.html,"","","","","","Pyrargyrite, Sphalerite","","","","",Approved,10148,10148,
Yes,2015-03-27 12:23:10,2015-10-22 16:53:56,Arisite,"","",39587,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-39587.html,"","","","","","Arisite-(Ce), Arisite-(La)","","","","",Approved,10150,10150,
Yes,2015-03-27 12:23:10,2015-05-20 13:37:32,Anauxite,"","",214,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-214.html,"","","","","","","","","","",New,10151,10151,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Podnoginite,"","",40085,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-40085.html,"","","","","","","","","","",New,10153,10153,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Grandiferrite,"","",32130,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-32130.html,"","","","","","","","","","",New,10156,10156,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Tetraferrinontronite,"","",27692,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-27692.html,"","","","","","","","","","",New,10164,10164,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Krugite,"","",31661,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-31661.html,"Anhydrite, Polyhalite","","","","","","","","","",New,10172,10172,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Torbakovite,"","",40077,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-40077.html,"","","","","","","","","","",New,10173,10173,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Belosharite,"","",32127,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-32127.html,"","","","","","","","","","",New,10174,10174,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Zirfesite,"","",42061,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-42061.html,"","","","","","","","","","",New,10176,10176,
Yes,2015-03-27 12:23:10,2015-03-27 12:23:10,Atlasite,"","",411,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-411.html,"","","","","","","","","","",New,10182,10182,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:05,Mavinite,"","",2602,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-2602.html,"","","","","","","","","","",Approved,10185,10185,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:05,Ancylite,"","",9156,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-9156.html,"","","","","","Ancylite-(Ce), Ancylite-(La)",Ankylite,"","","",Approved,10188,10188,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:04,Terriconite,"","",40084,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-40084.html,"","","","","","","","","","",Approved,10194,10194,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:04,Arandisite,"","",455,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-455.html,"","","","","","","","","","",Approved,10196,10196,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:04,Magnesiotaaffeite,"","",43402,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-43402.html,"","","","","","Magnesiotaaffeite-2N’2S, Magnesiotaaffeite-6N’3S","","","","",Approved,10201,10201,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:02,Niobium,"","",7981,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-7981.html,"","","","","","","","","","",Approved,10205,10205,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:02,Ytterbium,"","",41858,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-41858.html,"","","","","","","","","","",Approved,10207,10207,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:02,Calcioancylite,"","",9602,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-9602.html,"","","","","","Calcioancylite-(Ce), Calcioancylite-(Nd)",Calcio-ancylite,"","","",Approved,10213,10213,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:00,Natropyrochlore,"","",40350,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-40350.html,"","","","","","Fluornatropyrochlore, Oxynatropyrochlore","","","","",Approved,10216,10216,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:00,Guarinite,"","",1764,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-1764.html,"","","","","","","","","","",Approved,10220,10220,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:00,Enhydro Quartz,"","",28975,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-28975.html,"","","","","","","","","","",Approved,10221,10221,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:58,Lithomarge,"","",32424,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-32424.html,"","","","","","Halloysite, Kaolinite","","","","",Approved,10228,10228,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:57,Enysite,"","",1385,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-1385.html,"","","","","","","","","","",Approved,10236,10236,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:57,Geode,"","",7628,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-7628.html,"","","","","","","","","","",Approved,10239,10239,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:07,Stromnite,"","",9211,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-9211.html,"Baryte, Strontianite","","","","","",Bariostrontianite,"","","",Approved,10245,10245,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:07,Tiger Iron,"","",10886,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-10886.html,"Hematite, Jasper","","","","","","","","","",Approved,10249,10249,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:09,Chlorophyllite,"","",981,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-981.html,"","","","","","","","","","",Approved,10252,10252,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:09,Chrysanthemum Stone,"","",8275,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-8275.html,"","","","","","","","","","",Approved,10254,10254,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:07,Ophicalcite,"","",42741,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-42741.html,"","","","","","",Connemara Marble,"","","",Approved,10255,10255,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:07,Grossular-Hibschite Series,"","",8635,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-8635.html,"","","","","","",Hydrogrossular,"","","",Approved,10256,10256,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:13,Gem Silica,"","",43545,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-43545.html,"","","","","","","","","","",Approved,10276,10276,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:13,Alipite,"","",116,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-116.html,"","","","","","","","","","",Approved,10277,10277,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:13,Ferganite,"","",10178,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-10178.html,"","","","","","",Ferghanite,"","","",Approved,10278,10278,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:13,Siderogel,"","",3649,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-3649.html,"","","","","","","","","","",Approved,10280,10280,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:13,Thrombolite,"","",3953,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-3953.html,"","","","","","","","","","",Approved,10282,10282,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:11,Pumpellyite-(Fe),"","",10377,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-10377.html,"","","","","","Pumpellyite-(Fe2+), Pumpellyite-(Fe3+)",Pumpellyite Fe,"","","",Approved,10292,10292,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:11,Pinolite,"","",26694,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-26694.html,"Dolomite, Graphite, Magnesite","","","","","","","","","",Approved,10294,10294,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:14,Molybdenite-2H,"","",31721,Mineral,"","","","","","","","","",Polytype,http://www.mindat.org/min-31721.html,"","",Molybdenite,"","","",Molybdenite 2H,"","","",Approved,10295,10295,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:47,U184 (of Schnorrer),"","",39314,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-39314.html,"","","","","","",As Claraite,"","","",Approved,10297,10297,
Yes,2015-03-27 12:23:10,2015-08-24 16:08:50,Molybdenite-3R,"","",2745,Mineral,"","","","","","","","","",Polytype,http://www.mindat.org/min-2745.html,"","",Molybdenite,"","","","Molybdenite 3r, Molybdenite 3 R","","","",Approved,10308,10308,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:45,Wurtzite-2H,"","",42340,Mineral,"","","","","","","","","",Polytype,http://www.mindat.org/min-42340.html,"","",Wurtzite,"","","",Wurtzite 2h,"","","",Approved,10309,10309,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:45,Cobalt,"","",39300,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-39300.html,"","","","","","","","","","",Approved,10311,10311,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:43,Hydrogoethite,"","",29986,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-29986.html,"","","","","","","","","","",Approved,10317,10317,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:43,Calcozincite,"","",11362,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-11362.html,"Calcite, Tremolite, Zincite","","","","","","","","","",Approved,10320,10320,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:43,Coolgardite,"","",25612,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-25612.html,"Calaverite, Coloradoite, Petzite, Sylvanite","","","","","","","","","",Approved,10321,10321,
Yes,2015-03-27 12:23:10,2015-08-14 08:10:14,Hornstein,"","",26803,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-26803.html,"","","","","","Chert, Flint","","","","",Approved,10323,10323,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:41,Boron,"","",43412,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-43412.html,"","","","","","","","","","",Approved,10325,10325,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:41,Meteoritic Iron,"","",10663,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-10663.html,"Kamacite, Taenite","","","","","","","","","",Approved,10330,10330,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:41,Aspasiolite,"","",393,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-393.html,"","","","","","","","","","",Approved,10333,10333,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:40,Larvikite,"","",39944,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-39944.html,"","","","","","",Larvikite -,"","","",Approved,10334,10334,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:40,Tiffany stone,"","",46089,Mineral,"","","","","","","","","",Mixture,http://www.mindat.org/min-46089.html,"Bertrandite, Fluorite, Quartz","","","","","",Tiffany Stone,"","","",Approved,10336,10336,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:40,Gelberde,"","",10245,Mineral,"","","","","","","","","",Refers to two or more different minerals,http://www.mindat.org/min-10245.html,"","","","","","Limonite, Melilite Group","","","","",Approved,10337,10337,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:40,Chesofiite,"","",32128,Mineral,"","","","","","","","","",Invalid,http://www.mindat.org/min-32128.html,"","","","","","","","","","",Approved,10338,10338,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:40,Bole,"","",710,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-710.html,"","","","","","","","","","",Approved,10341,10341,
Yes,2015-03-27 12:23:10,2015-08-14 08:09:38,Rock Guano,"","",35977,Mineral,"","","","","","","","","",No Data,http://www.mindat.org/min-35977.html,"","","","","","","","","","",Approved,10346,10346,
Yes,2015-03-23 14:08:46,2015-08-14 08:10:16,Sulphides,"","",ER506,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10111,10111,
Yes,2015-03-23 14:08:46,2015-08-14 08:10:16,Rare Earth Elements,"","",ER507,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10112,10112,
Yes,2015-03-23 14:08:46,2015-08-14 08:10:16,Arsenate,"","",ER508,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10113,10113,
Yes,2015-03-23 14:08:46,2015-08-14 08:10:16,NH4 Analogue Of Thermessaite,"","",ER509,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10114,10114,
Yes,2015-03-23 14:08:46,2015-08-14 08:10:16,Gordaite Related Sulphate,"","",ER510,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10115,10115,
Yes,2015-03-23 14:08:46,2015-08-14 08:10:16,Tellurides,"","",ER511,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10116,10116,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Scenic Sandstone,"","",ER463,Mineral,"","","","","","","","","","","","","","","","","","","","",Sandstone,Approved,10087,10087,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Hardouinia Mortonia,"","",ER464,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10088,10088,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Palacosmillia Species,"","",ER465,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10089,10089,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Cobaltoan Coquandite,"","",ER466,Mineral,"","","","","","","","","","","","","","","","","","","","",Coquandite,Approved,10090,10090,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Chondrite Meteorite,"","",ER467,Mineral,"","","","","","","","","","","","","","","","","","","","",Meteorite,Approved,10091,10091,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Wire,"","",ER468,Mineral,"","","","","","Gold, Silver, Copper","","","","","","","","","","","",Wires,"","","",Approved,10092,10092,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Rogenstein,"","",ER469,Mineral,"","","","","","","","","","","","","","","","","","","","",Calcite,Approved,10093,10093,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Wasserkies,"","",ER470,Mineral,"","","","","","","","","","","","","","","","","","","","",Marcasite,Approved,10094,10094,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:16,Kupferziegelerz,"","",ER471,Mineral,"","","","","","","","","","","","","","","","",Tile ore,"","","",Cuprite,Approved,10095,10095,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:16,Teratolite,"","",ER472,Mineral,"","","","","","","","","","","","Kaolinite, Quartz, Goethite, Mica","","","","","","","","","",Approved,10096,10096,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Pittizite (of Beudant),"","",31745,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,10097,10097,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:18,Pittizite,"","",ER473,Mineral,"","","","","","","","","","","","","","",Pittizite (of Beudant),"","","","","","",Approved,10098,10098,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:21,Emerald Cut,"","",ER474,Mineral,"","","","","","","","","","","","","","","","","","","","",Facet,Approved,10099,10099,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:21,Marmarosh Diamond,"","",ER475,Mineral,"","","","","","","","","","","","","","","","",Marmaroscher Diamanten,"","","",Quartz,Approved,10100,10100,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,Red Opal,"","",ER476,Mineral,"","","","","","","","","","","","","","","","","","","","",Opal,Approved,10101,10101,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,Green Opal,"","",ER477,Mineral,"","","","","","","","","","","","","","","","","","","","",Opal,Approved,10102,10102,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,Ferroan Opal,"","",ER478,Mineral,"","","","","","","","","","","","","","","","","","","","",Opal,Approved,10103,10103,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,Uranophane Alpha,"","",ER489,Mineral,"","","","","","","","","","","","","","","","",Uranophane,"Uranophan-α, Uranophane-α, Uranophan-alpha, Uranophan alpha, Uranophane-Alpha","","","",Approved,10105,10105,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,Kôzulite,"","",ER490,Mineral,"","","","","","","","","","","","","","",Mangano-ferri-eckermannite,"","",Kozulite,"","","",Approved,10106,10106,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,UK 39,"","",ER503,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10108,10108,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,Phosphate Gel,"","",ER504,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10109,10109,
Yes,2015-03-23 14:08:41,2015-08-14 08:10:20,Zn Mn Phosphate,"","",ER505,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,"",Approved,10110,10110,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Peruvian Opal,"","",ER417,Mineral,"","","","","","","","","","","","","","","","",Andean Opal,"","","",Opal,Approved,10037,10037,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Dinosaur Bone,"","",ER418,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10038,10038,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Ball,"","",ER419,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10039,10039,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Polished,"","",ER420,Mineral,"","","","","","","","","","","","","","","","","","","","",Finish,Approved,10040,10040,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Finish,"","",ER421,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,10041,10041,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Facet,"","",ER422,Mineral,"","","","","","","","","","","","","","","","","","","","",Finish,Approved,10042,10042,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Cabochon,"","",ER423,Mineral,"","","","","","","","","","","","","","","","","","","","",Finish,Approved,10043,10043,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Pyramid,"","",ER424,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10044,10044,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Irradiated,"","",ER425,Mineral,"","","","","","","","","","","","","","","","","","","","",Treated,Approved,10045,10045,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Heat Treated,"","",ER426,Mineral,"","","","","","","","","","","","","","","","","","","","",Treated,Approved,10046,10046,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Treated,"","",ER427,Mineral,"","","","","","","","","","","","","","","","","","","","",Treated,Approved,10047,10047,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Pyramid,"","",ER428,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10048,10048,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Freeform,"","",ER429,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10049,10049,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Unnamed (Ba-analogue of Calcioaravaipaite),"","",1931,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,10050,10050,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Barium Analogue of Calcioaravaipaite,"","",ER430,Mineral,"","","","","","","","","","","","","","",Unnamed (Ba-analogue of Calcioaravaipaite),"","","","","","",Approved,10051,10051,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Octahedron,"","",ER431,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10052,10052,
