"Mineral_Name","Approval history","Groups","Synonyms","Varieties","Strunz 8th edition","Dana 8th edition","Strunz 10th edition","Hey's 3rd edition","Formula","Crystal System","Class Name","H-M symbol","Space group","Non-standart settings","Optical Properties","Colour","Streak","Lustre","Cleavage","Fracture","Tenacity","Hardness","Density measured","Density calculated","Habit","Geological occurrence","Localities","References","Named for","Type Locality","Distribution","Distribution Range","URL to e-Rocks","Context","Groups Short"
"Spinel Law","Approved",,"Spinel Twin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9914",,
"Star","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9916",,
"Manebach Twin","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9917",,
"Baveno Twin","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9918",,
"Carlsbad Twin","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9919",,
"Bussyite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9920",,
"Armalcolite-Pseudobrookite Series","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9921",,
"Canyon Diabolo Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9922",,
"Luxullianite","Approved",,"Luxulyanite, Luxulianite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9923",,
"Ostelolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9924",,
"Rezbanyite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9925",,
"Potassic-leakeite","Approved",,"Potassicleakeite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9926",,
"Chondrodrite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9927",,
"Manganoan Olivenite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9928",,
"Ungarettiite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9929",,
"Manganoan Diopside","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9930",,
"Weinschenkite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9931",,
"Weinschenkite (of Laubmann)","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9932",,
"Weinschenkite (of Murgoci)","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9933",,
"Pea Ore","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9934",,
"L5 Chondrite Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9935",,
"Laplandite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9936",,
"Tin Ore","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9937",,
"Gjerdingerite","Approved","Labuntsovite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9841",,
"Labuntsovite Supergroup","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9842",,
"Labuntsovite Group","Approved","Labuntsovite Supergroup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9843",,
"Mendozavilite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9845",,
"Dhofar 081 Lunar Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9846",,
"Fedorovskite-Roweite Series","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9847",,
"Eclogite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9848",,
"Plumbian Orthoclase","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9849",,
"Bacteria","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9850",,
"Stony Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9851",,
"GS1","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9852",,
"Dunilite","Approved","Olivine Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9853",,
"Olivine Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9854",,
"Cockscomb","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9856",,
"Moravite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9857",,
"Reticulated","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9858",,
"Trowlesworthite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9859",,
"Braunite-II","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9860",,
"Killinite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9861",,
"Killianite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9862",,
"Melilite","Approved","Melilite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9863",,
"Melilite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9864",,
"Wegler Agate","Approved",,"Agate Var Wegler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9865",,
"Thorian Brannerite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9866",,
"Pudding Stone","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9867",,
"Tabular Spar","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9868",,
"Picrophyll","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9869",,
"Rainbow Garnet","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9870",,
"Yttrobetafite-(Y) (of Hogarth 1977)","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9872",,
"Yttrobetafite-(Y)","Approved",,"Yttrobetafite-Y, Yttrobetafite Y, Yttrobetafite - Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9873",,
"Monteregianite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9874",,
"Xenolith","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9875",,
"Carbonatite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9876",,
"Trilobite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9877",,
"Titano-Hematite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9878",,
"Barahonaite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9879",,
"Sternquarz","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9880",,
"Connamara Marble","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9881",,
"Arsenosiderite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9882",,
"Hampshirite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9883",,
"Thomasclarkeite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9884",,
"Tadzhikite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9885",,
"Sazykinaite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9888",,
"Bergpech","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9794",,
"Hydrocarbon","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9795",,
"Allende Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9796",,
"Potter Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9797",,
"Carbonaceous Chrondrite Cm Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9798",,
"Protomangano-ferro-anthophyllite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9799",,
"Pitch","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9800",,
"Zincian Pertlikite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9801",,
"Calcian Pyromorphite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9802",,
"Brachiopod","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9803",,
"Volcanic Ash","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9804",,
"Yttromicrolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9805",,
"Samarium","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9806",,
"Lanthanum","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9808",,
"Scandium","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9809",,
"Thulium","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9810",,
"Yttrium","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9811",,
"Angel Wing Calcite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9812",,
"Stibiomicrolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9813",,
"Hellandite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9814",,
"Loparite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9815",,
"Bismutomicrolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9816",,
"Iron Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9817",,
"Volcanic Bomb","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9818",,
"Scandian Ixiolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9819",,
"Septarian Nodule","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9820",,
"Graphic Granite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9821",,
"Röttisite","Approved",,"Roettisite, Rottisite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9822",,
"Quincyite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9823",,
"Strigovite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9824",,
"Star Gypsum","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9825",,
"Pegmatite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9826",,
"Mg-analogue of Schüllerite","Approved",,"Mg-analogue of Schuellerite, Mg-analogue of Schullerite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9827",,
"Carbonate-Richelsdorfite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9828",,
"Dollaseite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9829",,
"Dollaseite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9830",,
"Ruin Marble","Approved",,"Pietra Paesina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9831",,
"Limestone","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9832",,
"Polyhedral Agate","Approved",,"Polygonal Agate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9833",,
"Insect","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9834",,
"Spider","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9835",,
"Ant","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9836",,
"Gabbro","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9837",,
"Corsite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9838",,
"Orbicular","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9839",,
"Metacalciowardite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9840",,
"Bone","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9750",,
"Tooth","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9751",,
"Pyrite Sun","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9752",,
"Fungi","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9753",,
"Rainbow Quartz","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9754",,
"Magnesioludwigite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9755",,
"Strontiopyrochlore","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9756",,
"Medium Octahedrite Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9757",,
"Slag","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9758",,
"Anthropogenic Rock","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9759",,
"Shale","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9760",,
"Mineral Pitch","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9761",,
"Alum","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9762",,
"Fluorcalciobetafite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9763",,
"Betafite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9764",,
"Mandarin Garnet","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9765",,
"Syenite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9766",,
"Schaumburger Diamond","Approved",,"Schaumburg Diamond, Schaumberger Diamond, Schaumburger Diamonds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9767",,
"Sandstone","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9768",,
"Talmessite - β-Roselite Series","Approved",,,,,,,,"Series formula;

Talmessite - Ca_2_Mg(AsO_4_)_2.2_H_2_O to 
β-Roselite - Ca_2_(Co^2+^, Mg)[AsO_4_]2·H_2_O",,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9769",,
"Amphibolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9770",,
"Cobaltoan Pickeringite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9771",,
"Enstatite-Ferrosilite Series","Approved","Orthopyroxene Subgroup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9772",,
"Carrara Diamond","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9773",,
"Ocean Jasper","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9774",,
"Calciobetafite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9775",,
"Colbaltaustinite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9776",,
"Hatchite-Wallisite Series","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9777",,
"Åskagenite Group","Approved",,"Askagenite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9778",,
"Åskagenite","Approved",,"Askagenite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9779",,
"Calciosarmarskite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9780",,
"Bone Quartz","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9781",,
"Pineapple Quartz","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9782",,
"Basalt","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9783",,
"Melierterz","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9784",,
"Paracutinite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9785",,
"Chlorite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9786",,
"H5 Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9787",,
"Andes Opal","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9788",,
"Allende Chondrite Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9789",,
"Mycelium","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9790",,
"Stibioluzonite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9791",,
"Stromatolites","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9792",,
"Quiroguite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9706",,
"Cuprodescloizite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9707",,
"Tangerine Quartz","Approved",,"Quartz Var Tangerine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9708",,
"Childrenite-Eosphorite Series","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9709",,
"Granite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9710",,
"IMA2009-010","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9713",,
"Agardite-(Ca)","Approved",,"Agardite-Ca, Agardite Ca, Agardite - Ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9714",,
"Sonnenstein","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9715",,
"Obsidian","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9716",,
"Wehrlite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9717",,
"Trachyte","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9718",,
"Erikite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9719",,
"Herschelite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9721",,
"Ånnerødite","Approved",,"Anneroedite",,,,,,"See Related Minerals",,,,,,,,,,,,,,,,,,"Ånnerud, Våler, Østfold, Norway",,,,,,"https://e-rocks.com/node/9722",,
"Tetranatrolite","Approved","Zeolite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9724",,
"Orthoericssonite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9725",,
"Asperolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9726",,
"Heterogenite-3R","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9727",,
"Minamiite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9730",,
"Natroalunite-2c","Approved","Alunite Group","Natroalunite 2c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9731",,
"Alunite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9732",,
"Alumogel","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9733",,
"Huntilite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9734",,
"Siltstone","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9735",,
"Sedimentary Rock","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9736",,
"Ferronigerite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9737",,
"Reticulite","Approved",,"Lava-Waffle, Thread Lace Scoria, Scoria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9738",,
"Lava","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9739",,
"Igneous Rock","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9740",,
"Volcanic Glass","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9741",,
"Pele's Hair","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9742",,
"Manganese Oxides","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9743",,
"Hermanov Ball","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9744",,
"Loparite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9745",,
"Wood","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9746",,
"Organic","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9747",,
"Plant","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9748",,
"Animal","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9749",,
"Chloropal","Approved",,"Nontronite Var Chloropal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9660",,
"Helictite","Approved",,"Calcite Helictite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9661",,
"Quartz With Hydrocarbon","Approved",,"Oil Quartz, Quartz With Hydrocarbons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9662",,
"Chrysoprase","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9665",,
"Clay","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9666",,
"Iridosmine","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9668",,
"Florencite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9670",,
"Moonstone","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9671",,
"Pisanite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9672",,
"Zincian Turquoise","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9673",,
"Csiklovoite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9674",,
"Barbertonite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9676",,
"Stichtite-2H","Approved",,"Stichtite 2H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9677",,
"Chlorotile","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9678",,
"Aluminobarroisite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9679",,
"Crazy Lace Agate","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9681",,
"Percylite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9682",,
"Pateraite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9683",,
"Zeiringite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9684",,
"Parvowinchite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9686",,
