Mineral_Name,anions_real,Formula
Bementite,OHx8,Mn^2+^_7_Si_6_O_15_(OH)_8_
Innsbruckite,OHx38,Mn^2+^_33_(Si_2_O_5_)_14_(OH)_38_
Friedelite,OHx10,Mn^2+^_8_Si_6_O_15_(OH)_10_
Mcgillite,Cl x 2;OHx8,"(Mn^2+^,Fe^2+^)_8_Si_6_O_15_(OH)_8_Cl_2_"
Pyrosmalite-(Fe),(OH + Cl)=10,"Fe^2+^_8_Si_6_O_15_(OH,Cl)_10_"
Pyrosmalite-(Mn),(OH + Cl)=10,"Mn^2+^_8_Si_6_O_15_(OH,Cl)_10_"
Brokenhillite,OHx10,Mn^2+^_8_Si_6_O_15_(OH)_10_
Arsenofriedelite,(OH + Cl)=10,"Mn^2+^_8_(Si,As)_6_O_15_(OH,Cl)_10_"
Nelenite,As^3+^_3_O_6_(OH)_3_;OHx17,"(Mn^2+^,Fe^2+^)_16_(Si_12_O_30_)(OH)_14_[As^3+^_3_O_6_(OH)_3_]"
Schallerite,As^3+^_3_O_6_(OH)_3_;OHx17,Mn^2+^_16_(Si_12_O_30_)(OH)_14_[As^3+^_3_O_6_(OH)_3_]
Palygorskite,OH,"(Mg,Al)_2_Si_4_O_10_(OH)·4H_2_O"
Tuperssuatsiaite,OHx2,"Na_2_(Fe^3+^,Mn^2+^)_3_Si_8_O_20_(OH)_2_·4H_2_O"
Windhoekite,OHx4,Ca_2_Fe^3+^_2.67_(Si_8_O_20_)(OH)_4_·10H_2_O
Windmountainite,OHx2,[box]Fe^3+^_2_Mg_2_Si_8_O_20_(OH)_2_⋅8H_2_O
Yofortierite,(OH + H_2_O)=2,"(Mn^2+^,Mg,Fe^3+^)_5_Si_8_O_20_(OH,H_2_O)_2_·7H_2_O"
Unnamed (Na-Ca-Fe-Silicate-Hydrate),OHx6,"NaCa(Fe^2+^,Al,Mn^2+^)_5_[Si_8_O_19_(OH)](OH)_7_·5H_2_O"
Falcondoite,OHx2,"(Ni^2+^,Mg)_4_Si_6_O_15_(OH)_2_·6H_2_O"
Ferrisepiolite,(O + OH)=2,"(Fe^3+^,Fe^2+^,Mg)_4_((Si,Fe^3+^)_6_O_15_)(O,OH)_2_·6H_2_O"
Kalifersite,OHx6,K_5_Fe^3+^_7_Si_20_O_50_(OH)_6_·12H_2_O
Loughlinite,O,Na_2_Mg_3_Si_6_O_16_·8H_2_O
Sepiolite,OHx2,Mg_4_Si_6_O_15_(OH)_2_·6H_2_O
Aluminium-sepiolite,OHx2,"Mg_4_(Si,Al)_6_O_15_(OH)_2_·6H_2_O"
Gunnbjarnite,,"(Mg,Ca,Fe^2+^)_3_(Fe^3+^,Al)_2_Si_6_O_18_·3H_2_O"
Cairncrossite,OH,SrCa_3_Na(Si_4_O_10_)_2_(OH)(H_2_O)_7_
Gyrolite,OHx8,NaCa_16_(Si_23_Al)O_60_(OH)_8_·14H_2_O
Orlymanite,OHx6,Ca_4_Mn^2+^_3_Si_8_O_20_(OH)_6_·2H_2_O
Tungusite,OHx22,Ca_14_Fe^2+^_9_Si_24_O_60_(OH)_22_
Kodamaite,F x 2;OHx4,Na_3_(Ca_5_Na)Si_16_O_36_(OH)_4_F_2_·(14-x)H_2_O (x ≈ 5)
Reyerite,OHx6,"(Na,K)_2_Ca_14_Al_2_Si_22_O_58_(OH)_8_·6H_2_O"
Truscottite,OHx6,"(Ca,Mn^2+^)_14_Si_24_O_58_(OH)_8_·2H_2_O"
Natrosilite,,Na_2_Si_2_O_5_
Makatite,,Na_2_Si_4_O_8_(OH)_2_·4H_2_O
Varennesite,(OH + Cl)=2,"Na_8_(Mn^2+^,Fe^3+^,Ti^4+^)_2_Si_10_O_25_(OH,Cl)_2_·12H_2_O"
Raite,OHx2,Na_3_Mn^2+^_3_Ti^4+^_0.25_Si_8_O_20_(OH)_2_·10H_2_O
Intersilite,(O + OH)=28,"Na_6_Mn^2+^(Ti^4+^,Nb^5+^)Si_10_(O,OH)_28_·4H_2_O"
Shafranovskite,OHx2,"Na_3_K_2_(Mn^2+^,Fe^3+^,Na)_4_[Si_9_(O,OH)_27_](OH)_2_·nH_2_O"
Zakharovite,OHx5,Na_4_Mn^2+^_5_Si_10_O_24_(OH)_6_·6H_2_O
Ferrian Shafranovskite,OHx2,"Na_3_K_2_(Fe^3+^,Mn^2+^,Na)_4_[Si_9_(O,OH)_27_](OH)_2_·nH_2_O"
Ferroan Zakharovite,OHx5,"Na_4_(Mn^2+^,Fe^2+^)_5_Si_10_O_24_(OH)_6_·6H_2_O"
Zeophyllite,F x 8;OHx2,Ca_13_Si_10_O_28_(OH)_2_F_8_·6H_2_O
Minehillite,OHx16,"(K,Na)_2-3_Ca_28_Zn_4_Al_4_Si_40_O_112_(OH)_16_"
Ellingsenite,OHx12,Na_5_Ca_6_Si_18_O_38_(OH)_13_·6H_2_O
Fedorite,(OH + F)=2,"(K,Na)_2.5_(Ca,Na)_7_Si_16_O_38_(OH,F)_2_·3.5H_2_O"
Martinite,F x 2;;(OH + Cl)=2,"(Na,[box],Ca)_12_Ca_4_(Si,S,B)_14_B_2_O_38_(OH,Cl)_2_F_2_·4H_2_O"
Lalondeite,(F + OH)=2,"(Na,Ca)_6_(Ca,Na)_3_Si_16_O_38_(F,OH)_2_·3H_2_O"
Petalite,,LiAlSi_4_O_10_
Sanbornite,,BaSi_2_O_5_
Searlesite,OHx2,NaBSi_2_O_5_(OH)_2_
Silinaite,,NaLiSi_2_O_5_·2H_2_O
Kanemite,,HNaSi_2_O_5_·3H_2_O
Yakovenchukite-(Y),,K_3_NaCaY_2_Si_12_O_30_·4H_2_O
Cymrite,,"Ba(Si,Al)_4_(O,OH)_8_·H_2_O"
Manganonaujakasite,,Na_6_Mn^2+^Al_4_Si_8_O_26_
Naujakasite,,Na_6_Fe^2+^Al_4_Si_8_O_26_
Dmisteinbergite,,CaAl_2_Si_2_O_8_
Kampfite,Cl x 5;CO_3_ x 8,Ba_12_(Si_11_Al_5_)O_31_(CO_3_)_8_Cl_5_
Strätlingite,,Ca_2_Al_2_SiO_7_·8H_2_O
Vertumnite,,Ca_4_Al_4_Si_4_O_6_(OH)_24_·3H_2_O
Eggletonite,,"(Na,K,Ca)_1-2_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·7-11H_2_O"
Ganophyllite,,"(K,Na,Ca)_2_Mn^2+^_8_(Si,Al)_12_(O,OH)_32_·8H_2_O"
Tamaite,,"(Ca,K,Ba,Na)_x_Mn^2+^_6_(Si,Al)_10_O_24_(OH)_4_·nH_2_O (x = 1-2; n = 7-11)"
Coombsite,OHx14,"K(Mn^2+^,Fe^2+^,Mg)_13_(Si,Al)_18_O_42_(OH)_14_"
Zussmanite,OHx14,"K(Fe^2+^,Mg,Mn^2+^,Fe^3+^)_13_(Si,Al)_18_O_42_(OH)_14_"
Franklinphilite,(O + OH)=216,"(K,Na)_4_(Mn^2+^,Mg,Zn)_48_(Si,Al)_72_(O,OH)_216_·6H_2_O"
Lennilenapeite,(O + OH)=216,"K_7_(Mg,Mn^2+^,Fe^2+^,Zn)_48_(Si,Al)_72_(O,OH)_216_·16H_2_O"
Parsettensite,OHx50,"(K,Na,Ca)_7.5_(Mn^2+^,Mg)_49_Si_72_O_168_(OH)_50_·nH_2_O"
Stilpnomelane,(O + OH)=8,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O"
Chalcodite,,"K(Fe^3+^,Mg,Fe^2+^)_8_(Si,Al)_12_(O,OH)_27_"
Ekmanite,(O + OH)=8,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^,Mn^2+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O"
Ferristilpnomelane,(O + OH)=8,"K(Fe^3+^,Mg,Fe^2+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O"
Manganoan Stilpnomelane,(O + OH)=8,"(K,Ca,Na)(Fe^2+^,Mg,Al,Fe^3+^,Mn^2+^)_8_(Si,Al)_12_(O,OH)_36_·nH_2_O"
Latiumite,"O x 11;(S^6+^O_4_,CO_3_)","(Ca,K)_4_(Si,Al)_5_O_11_(S^6+^O_4_,CO_3_)"
Levantite,PO_4_,KCa_3_Al_2_(SiO_4_)(Si_2_O_7_)(PO_4_)
Tuscanite,"(SO_4_,CO_3_) x 2;OH","K(Ca,Na)_6_(Si,Al)_10_O_22_(SO_4_,CO_3_)_2_(OH)·H_2_O"
Jagoite,Cl x 3,"Pb^2+^_9_Fe^3+^_2_[Si_2_(Si,Fe^3+^)_3_][Pb^2+^_2_Si_8_(Si,Fe^3+^)_2_]O_41_Cl_3_"
Wickenburgite,,Pb^2+^_3_CaAl_2_Si_10_O_27_·4H_2_O
Hyttsjöite,Cl,Pb^2+^_18_Ba_2_Ca_5_Mn^2+^_2_Fe^3+^_2_Si_30_O_90_Cl·6H_2_O
Armbrusterite,OHx10,Na_6_K_5_Mn^3+^Mn^2+^_14_[Si_9_O_22_]_4_(OH)_10_·4H_2_O
Britvinite,BO_3_ x 4;F x 2;CO_3_ x 2;OHx12,Pb^2+^_14_Mg_9_Si_10_O_28_(BO_3_)_4_(CO_3_)_2_F_2_(OH)_12_
Molybdophyllite,CO_3_ x 3;O x 2;OHx8,Pb^2+^_8_Mg_9_[Si_10_O_30_(OH)_8_(CO_3_)_3_]·H_2_O
Roymillerite,CO_3_ x 10;BO_3_;O x 5;OHx12,Pb^2+^_24_Mg_9_(Si_10_O_28_)(CO_3_)_10_(BO_3_)(SiO_4_)(OH)_13_O_5_
Bannisterite,,"(Ca,K,Na)(Mn^2+^,Fe^2+^)_10_(Si,Al)_16_O_38_(OH)_8_·nH_2_O"
Bariumbannisterite,,"(Ba,Ca)(Mn^2+^,Fe^2+^,Mg)_22_(Si,Al)_32_O_76_(OH)_16_·12H_2_O"
Magnesioneptunite,,"KNa_2_Li(Mg,Fe^2+^)_2_Ti^4+^_2_Si_8_O_24_"
Manganoneptunite,,KNa_2_LiMn^2+^_2_Ti^4+^_2_Si_8_O_24_
Neptunite,,KNa_2_LiFe^2+^_2_Ti^4+^_2_Si_8_O_24_
Watatsumiite,,"KNa_2_Li(Mn^2+^,Fe^2+^)_2_V^4+^_2_Si_8_O_24_"
Grumantite,,NaSi_2_O_4_(OH)·H_2_O
Sarcolite,"(SiO_4_,PO_4_);(CO_3_,Cl);(OH + H_2_O)=4","Na_4_Ca_12_Al_8_Si_12_O_46_(SiO_4_,PO_4_)(OH,H_2_O)_4_(CO_3_,Cl)"
Ussingite,OH,Na_2_AlSi_3_O_8_(OH)
Eirikite,F x 2,KNa_6_Be_2_(Si_15_Al_3_)O_39_F_2_
Leifite,F x 2,"(Na,H_2_O)Na_6_[Be_2_Al_2_(Al,Si)Si_15_O_39_]F_2_"
Telyushenkoite,F x 2,"(Cs,Na,K)Na_6_Be_2_Al_3_Si_15_O_39_F_2_"
Nafertisite,F;O x 2;OHx6,Na_3_Fe^2+^_10_Ti^4+^_2_(Si_6_O_17_)_2_O_2_(OH)_6_F·2H_2_O
Veblenite,O x 6;OHx10,K_2_[box]_2_Na(Fe^2+^_5_Fe^3+^_4_Mn^2+^_7_[box])Nb^5+^_3_Ti^4+^(Si_2_O_7_)_2_(Si_8_O_22_)_2_O_6_(OH)_10_·3H_2_O
Lourenswalsite,,"(K,Ba)_2_Ti^4+^_4_(Si,Al)_6_O_14_(OH)_12_"
Middendorfite,(O + OH)=36,"K_3_Na_2_Mn^2+^_5_Si_12_(O,OH)_36_·2H_2_O"
Lipuite,PO_4_;O x 2;OHx2,KNa_8_Mn^3+^_5_Mg_0.5_(Si_12_O_30_(OH)_4_)(PO_4_)O_2_(OH)_2_·4H_2_O
Odigitriaite,F x 2,CsNa_5_Ca_5_[Si_14_B_2_O_38_]F_2_
Davidsmithite,,"(Ca,[box])_2_Na_6_Al_8_Si_8_O_32_"
Kaliophilite,,KAlSiO_4_
Kalsilite,,KAlSiO_4_
Megakalsilite,,KAlSiO_4_
Nepheline,,"(Na,K)AlSiO_4_"
Panunzite,,K_3_Na(AlSiO_4_)_4_
Trikalsilite,,K_2_NaAl_3_(SiO_4_)_3_
Trinepheline,,NaAlSiO_4_
Yoshiokaite,,"(Ca,Na)[Al(Si,Al)O_4_]"
Carnegieite,,NaAlSiO_4_
Germanate-nepheline,,"(Na,K)GeSiO_4_"
Malinkoite,,NaBSiO_4_
Virgilite,,LiAlSi_2_O_6_
Lisitsynite,,KBSi_2_O_6_
Buddingtonite,,(NH_4_)AlSi_3_O_8_
Celsian,,BaAl_2_Si_2_O_8_
Ferrisanidine,,K(Fe^3+^Si_3_O_8_)
Microcline,,KAlSi_3_O_8_
Orthoclase,,KAlSi_3_O_8_
Rubicline,,RbAlSi_3_O_8_
Sanidine,,KAlSi_3_O_8_
Monalbite,,NaAlSi_3_O_8_
Barian Orthoclase,,"(K,Ba)AlSi_3_O_8_"
Barium-Adularia,,"(K,Ba)Al(Al,Si)Si_2_O_8_"
Barium-Sanidine,,"(K,Ba)AlSi_3_O_8_"
Hyalophane,,"(K,Ba)[Al(Si,Al)Si_2_O_8_]"
Kasoite,,"(Ba,K)(Al,Si)_4_O_8_"
Ferruginous Microcline,,"K(Al,Fe^3+^)Si_3_O_8_"
Germanate-celsian,,BaAl_2_Ge_2_O_8_
Albite,,NaAlSi_3_O_8_
Anorthite,,CaAl_2_Si_2_O_8_
Reedmergnerite,,NaBSi_3_O_8_
Analbite (of Winchell),,"(Na,K)AlSi_3_O_8_"
Andesine,,"(Na,Ca)[Al(Si,Al)Si_2_O_8_]"
Anorthoclase,,"(Na,K)AlSi_3_O_8_"
Barium-Albite,,"(Na,Ba)AlSi_3_O_8_"
Barium-Anorthite (of Nockolds and Zies),,"(Ca,Ba)Al_2_Si_2_O_8_"
Bytownite,,"(Ca,Na)[Al(Al,Si)Si_2_O_8_]"
Labradorite,,"(Ca,Na)[Al(Al,Si)Si_2_O_8_]"
Oligoclase,,"(Na,Ca)[Al(Si,Al)Si_2_O_8_]"
Oligoclase-Albite,,"(Na,Ca)[Al(Si,Al)Si_2_O_8_]"
Sodic Albite,,"(Na,Ca)[Al(Si,Al)Si_2_O_8_]"
Paracelsian,,BaAl_2_Si_2_O_8_
Kumdykolite,,NaAlSi_3_O_8_
Svyatoslavite,,CaAl_2_Si_2_O_8_
Slawsonite,,SrAl_2_Si_2_O_8_
Lisetite,,Na_2_CaAl_4_(SiO_4_)_4_
Banalsite,,Na_2_BaAl_4_Si_4_O_16_
Stronalsite,,Na_2_SrAl_4_Si_4_O_16_
Danburite,,CaB_2_Si_2_O_8_
Maleevite,,BaB_2_Si_2_O_8_
Pekovite,,SrB_2_Si_2_O_8_
Liebermannite,,KAlSi_3_O_8_
Lingunite,,"(Na,Ca)AlSi_3_O_8_"
Stöfflerite,,CaAl_2_Si_2_O_8_
Kokchetavite,,KAlSi_3_O_8_
Hexacelsian,,BaAl_2_Si_2_O_8_
Afghanite,SO_4_ x 6;Cl x 6,"(Na,K)_22_Ca_10_(Si_24_Al_24_)O_96_(S^6+^O_4_)_6_Cl_6_"
Alloriite,"SO_4_ x 4;(SO_3_,CO_3_) x 2;(OH + Cl)=2","(Na,K,Ca)_24_(Na,Ca)_4_Ca_4_(Si,Al)_48_O_96_(S^6+^O_4_)_4_(SO_3_,CO_3_)_2_(OH,Cl)_2_·4(H_2_O,OH)"
Balliranoite,Cl x 2;CO_3_,"(Na,K)_6_Ca_2_(Si_6_Al_6_O_24_)Cl_2_(CO_3_)"
Biachellaite,SO_4_ x 2;OHx0.5,"(Na,Ca,K)_8_(Si_6_Al_6_O_24_)(SO_4_)_2_(OH)_0.5_·H_2_O"
Bystrite,Cl;S_5_,"(Na,K)_7_Ca(Al_6_Si_6_O_24_)(S_5_)Cl"
Cancrinite,"(CO_3_,SO_4_) x 2","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,SO_4_)_2_·2H_2_O"
Cancrisilite,CO_3_,Na_7_(Si_7_Al_5_)O_24_(CO_3_)·3H_2_O
Carbobystrite,CO_3_,Na_8_(Al_6_Si_6_O_24_)(CO_3_)·4H_2_O
Davyne,Cl x 3;SO_4_ x 0.5,"(Na,K)_6_Ca_2_(Si_6_Al_6_)O_24_Cl_3_(SO_4_)_0.5_"
Depmeierite,"(PO_4_,CO_3_) x 1-x","Na_8_(Al_6_Si_6_O_24_)(PO_4_,CO_3_)_1-x_·3H_2_O; (x<0.5)"
Fantappièite,SO_4_ x 33;,[Na_82.5_Ca_33_K_16.5_](Si_99_Al_99_O_396_)(S^6+^O_4_)_33_·6H_2_O
Farneseite,SO_4_ x 12,Na_46_Ca_10_(Si_42_Al_42_O_168_)(S^6+^O_4_)_12_·6H_2_O
Franzinite,SO_4_ x 10,"(Na,K)_30_Ca_10_(Si_30_Al_30_)O_120_(S^6+^O_4_)_10_·2H_2_O"
Giuseppettite,SO_4_ x 10;Cl x 2,Na_42_K_16_Ca_6_Si_48_Al_48_O_192_(S^6+^O_4_)_10_Cl_2_·5H_2_O
Hydroxycancrinite,(OH + CO_3_)=2,"(Na,Ca,K)_8_(Al_6_Si_6_O_24_)(OH,CO_3_)_2_·2H_2_O"
Kircherite,SO_4_ x 2,(Na_5_Ca_2_K)(Si_6_Al_6_O_24_)(S^6+^O_4_)_2_·0.33H_2_O
Kyanoxalite,(C_2_O_4_) x 0.5-1.0,Na_7_(Al_5-6_Si_6-7_O_24_)(C_2_O_4_)_0.5-1.0_·5H_2_O
Liottite,Cl x 4;SO_4_ x 5,"(Na,K)_16_Ca_8_Si_18_Al_18_O_72_(SO_4_)_5_Cl_4_"
Marinellite,Cl x 2;SO_4_ x 8,"(Na,K)_42_Ca_6_Al_36_Si_36_O_144_(SO_4_)_8_Cl_2_·6H_2_O"
Microsommite,Cl x 2;SO_4_,Na_4_K_2_Ca_2_(SO_4_)(Si_6_Al_6_O_24_)Cl_2_
Pitiglianoite,SO_4_,K_2_Na_6_(Si_6_Al_6_)O_24_(SO_4_)·2H_2_O
Quadridavyne,Cl x 4,"(Na,K)_6_Ca_2_Si_6_Al_6_O_24_Cl_4_"
Sacrofanite,(OH + SO_4_ + CO_3_ + Cl)=4,"(Na,Ca)_9_(Si,Al)_12_O_24_(OH,SO_4_,CO_3_,Cl)_4_·nH_2_O"
Sulfhydrylbystrite,SH;S_5_,Na_5_K_2_Ca[Al_6_Si_6_O_24_](S_5_)^2-^(SH)^1-^
Tounkite,Cl;SO_4_ x 2,"(Na,Ca,K)_8_(Si_6_Al_6_)O_24_(SO_4_)_2_Cl·0.5H_2_O"
Vishnevite,"(S^6+^O_4_,CO_3_)","(Na,K)_8_(Al_6_Si_6_)O_24_(S^6+^O_4_,CO_3_)·2H_2_O"
Acarbodavyne,Cl x 3;SO_4_ x 0.5,"(Na,K)_6_Ca_2_(Si_6_Al_6_)O_24_Cl_3_(SO_4_)_0.5_"
Carbonate-Vishnevite,CO_3_,"Na_8_(Si,Al)_12_O_24_(CO_3_)·H_2_O"
Bicchulite,OHx2,Ca_2_Al_2_SiO_6_(OH)_2_
Danalite,S,Be_3_Fe^2+^_4_(SiO_4_)_3_S
Genthelvite,S,Be_3_Zn_4_(SiO_4_)_3_S
Haüyne,SO_4_,"(Na,K)_3_(Ca,Na)(Si_3_Al_3_)O_12_(SO_4_)"
Helvine,S,Mn^2+^_4_(BeSiO_4_)_3_S
Kamaishilite,OHx2,Ca_2_(SiAl_2_)O_6_(OH)_2_
Lazurite,S,Na_3_Ca(Si_3_Al_3_)O_12_S^2-^
Nosean,SO_4_,Na_8_(Si_6_Al_6_)O_24_(SO_4_)·H_2_O
Sodalite,Cl,Na_4_Si_3_Al_3_O_12_Cl
Tsaregorodtsevite,,N(CH_3_)_4_Si_4_(SiAl)O_12_
Tugtupite,Cl,Na_4_BeAlSi_4_O_12_Cl
Vladimirivanovite,(S^6+^O_4_ + (S_3_)^1-^ + (S_2_)^2-^ + Cl)=2,"Na_6_Ca_2_[Al_6_Si_6_O_24_](S^6+^O_4_,(S_3_)^1-^,(S_2_)^2-^,Cl)_2_·H_2_O"
Hackmanite,(Cl + S)=1,"Na_4_Si_3_Al_3_O_12_(Cl,S)"
Germanate-sodalite,Cl,Na_4_Ge_3_Al_3_O_12_Cl
Hydrosodalite,Cl,Na_6_[AlSiO_4_]_6_·H_2_O
Marialite,Cl,Na_4_Al_3_Si_9_O_24_Cl
Meionite,CO_3_,Ca_4_Al_6_Si_6_O_24_(CO_3_)
Silvialite,"(SO_4_,CO_3_)","(Ca,Na)_4_Al_6_Si_6_O_24_(SO_4_,CO_3_)"
Wernerite,(CO_3_ + Cl)=1,"(Ca,Na)_4_Al_6_Si_6_O_24_(CO_3_,Cl)"
Gonnardite,,"(Na,Ca)_2_(Si,Al)_5_O_10_·3H_2_O"
Mesolite,,Na_2_Ca_2_(Si_9_Al_6_)O_30_·8H_2_O
Natrolite,,Na_2_(Si_3_Al_2_)O_10_·2H_2_O
Paranatrolite,,Na_2_(Si_3_Al_2_)O_10_·3H_2_O
Scolecite,,Ca(Si_3_Al_2_)O_10_·3H_2_O
Galactite,,"(Na,Ca)_2_(Si_3_Al_2_)O_10_·2H_2_O"
Mooraboolite,,"(Na,K)_2_(Si_3_Al_2_)O_10_·2H_2_O"
Fargite,,"(Na,Ca)_2_(Si_3_Al_2_)O_10_·2H_2_O"
Germanate-natrolite,,Na_2_Al_2_Ge_3_O_10_·2H_2_O
Thomsonite-Ca,,NaCa_2_(Al_5_Si_5_)O_20_·6H_2_O
Thomsonite-Sr,,"Na(Sr,Ca)_2_Al_5_Si_5_O_20_·6-7H_2_O"
Strontian Thomsonite,,"Na(Ca,Sr)_2_[Al_5_Si_5_O_20_]·6H_2_O"
Edingtonite,,Ba(Si_3_Al_2_)O_10_·4H_2_O
Kalborsite,Cl;OHx4,K_6_Al_4_BSi_6_O_20_(OH)_4_Cl
Tetranatrolite,Cl,Na_2_[Al_2_Si_3_O_10_]·2H_2_O
Ammonioleucite,,(N^3-^H_4_)AlSi_2_O_6_
Analcime,,NaAlSi_2_O_6_·H_2_O
Fabrièsite,,Na_3_Al_3_Si_3_O_12_·2H_2_O
Hsianghualite,F x 2,Li_2_Ca_3_(BeSiO_4_)_3_F_2_
Kirchhoffite,,CsBSi_2_O_6_
Leucite,,K(Si_2_Al)O_6_
Lithosite,OH,K_3_Al_2_Si_4_O_12_(OH)
Pollucite,,"(Cs,Na)_2_(Al_2_Si_4_O_12_)·2H_2_O"
Wairakite,,Ca(Si_4_Al_2_)O_12_·2H_2_O
Cesian Analcime,,"(Na,Cs)AlSi_2_O_6_·H_2_O"
Cluthalite,,"Na(Al,Fe^3+^)Si_2_O_6_·H_2_O"
Germanate-analcime,,NaAlGe_2_O_6_·H_2_O
Germanate-leucite,,KAlGe_2_O_6_
Laumontite,,Ca(Si_4_Al_2_)O_12_·4H_2_O
Vanadio-laumontite,,"Ca[Si_4_(Al,V^3+^)_2_O_12_]·4H_2_O"
Leonhardite,,Ca(Si_4_Al_2_)O_12_·3H_2_O
Yugawaralite,,Ca(Si_6_Al_2_)O_16_·4H_2_O
Roggianite,,Ca_2_BeAl_2_Si_4_O_13_(OH)_2_·nH_2_O (n < 2.5)
Goosecreekite,,Ca(Si_6_Al_2_)O_16_·5H_2_O
Montesommaite,,"(K,Na)_9_(Si_23_Al_9_)O_64_·10H_2_O"
Parthéite,OH,Ca_2_(Si_4_Al_4_)O_15_(OH)_2_·4H_2_O
Amicite,,K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O
Garronite-Ca,,Na_2_Ca_5_Al_12_Si_20_O_64_·27H_2_O
Garronite-Na,,Na_6_(Al_6_Si_10_O_32_)·8.5H_2_O
Gismondine,,CaAl_2_Si_2_O_8_·4H_2_O
Gobbinsite,,Na_5_(Si_11_Al_5_)O_32_·11H_2_O
Gismondine-Ba,,Ba_2_Al_4_Si_4_O_16_·4-6H_2_O
Flörkeite,,(K_3_Ca_2_Na)[Al_8_Si_8_O_32_]·12H_2_O
Harmotome,,Ba_2_(Si_12_Al_4_)O_32_·12H_2_O
Martinandresite,,Ba_2_(Al_4_Si_12_O_32_)·10H_2_O
Phillipsite-Ca,,Ca_3_(Si_10_Al_6_)O_32_·12H_2_O
Phillipsite-K,,K_6_(Si_10_Al_6_)O_32_·12H_2_O
Phillipsite-Na,,Na_6_(Si_10_Al_6_)O_32_·12H_2_O
Wellsite,,"(K,Ba,Ca)Al_2_Si_6_O_16_·6H_2_O"
Merlinoite,,"(K,Na)_5_(Ca,Ba)_2_Al_9_Si_23_O_64_·23H_2_O"
Mazzite-Mg,,"(Mg,K,Ca)_5_(Si_26_Al_10_)O_72_·28H_2_O"
Mazzite-Na,,Na_8_(Si_28_Al_8_)O_72_·30H_2_O
Perlialite,,"K_9_Na(Ca,Sr)[Al_2_Si_4_O_12_]_6_·15H_2_O"
Boggsite,,Na_3_Ca_8_(Si_77_Al_19_)O_192_·70H_2_O
Paulingite-Ca,,"(Ca,K,Na,Ba,[box])_10_(Si,Al)_42_O_84_·34H_2_O"
Paulingite-K,,"(K_2_,Ca,Na_2_,Ba)_5_[Al_10_Si_35_O_90_]·45H_2_O"
Paulingite-Na,,"(Na_2_,K_2_,Ca,Ba)_5_[Al_10_Si_35_O_90_]·45H_2_O"
Gmelinite-Ca,,Ca_2_(Si_8_Al_4_)O_24_·11H_2_O
Gmelinite-K,,K_4_(Si_8_Al_4_)O_24_·11H_2_O
Gmelinite-Na,,Na_4_(Si_8_Al_4_)O_24_·11H_2_O
Chabazite-Ca,,"(Ca,K_2_,Na_2_)_2_[Al_2_Si_4_O_12_]_2_·12H_2_O"
Chabazite-K,,"(K_2_,Ca,Na_2_,Sr,Mg)_2_[Al_2_Si_4_O_12_]_2_·12H_2_O"
Chabazite-Mg,,(Mg_0.7_K_0.5_Ca_0.5_Na_0.1_)Al_3_Si_9_O_24_·10H_2_O
Chabazite-Na,,"(Na_2_,K_2_,Ca,Sr,Mg)_2_[Al_2_Si_4_O_12_]_2_·12H_2_O"
Chabazite-Sr,,"(Sr,Ca)_2_Al_4_Si_8_O_24_·11H_2_O"
Willhendersonite,,KCa(Si_3_Al_3_)O_12_·5H_2_O
Lévyne-Ca,,"(Ca,Na_2_,K_2_)[Al_2_Si_4_O_12_]·6H_2_O"
Lévyne-Na,,"(Na_2_,Ca,K_2_)[Al_2_Si_4_O_12_]·6H_2_O"
Bellbergite,,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O"
Erionite-Ca,,Ca_5_(Si_26_Al_10_O_72_)·30H_2_O
Erionite-K,,K_10_(Si_26_Al_10_O_72_)·30H_2_O
Erionite-Na,,Na_10_(Si_26_Al_10_O_72_)·30H_2_O
Offretite,,KCaMg(Si_13_Al_5_)O_36_·15H_2_O
Wenkite,SO_4_ x 3;OHx2,"(Ba,K)_4_(Ca,Na)_6_(S^6+^O_4_)_3_[(Si,Al)_20_O_39_(OH)_2_]·0.5H_2_O"
Faujasite-Ca,,"(Ca,Na,Mg)_2_(Si,Al)_12_O_24_·15H_2_O"
Faujasite-Mg,,"(Mg,Na,K,Ca)_2_(Si,Al)_12_O_24_·15H_2_O"
Faujasite-Na,,"(Na,Ca,Mg)_2_(Si,Al)_12_O_24_·15H_2_O"
Maricopaite,(H_2_O + OH)=n,"Ca_2_Pb^2+^_7_(Si_36_Al_12_)O_99_·n(H_2_O,OH)"
Mordenite,,"(Na_2_,Ca,K_2_)_4_(Al_8_Si_40_)O_96_·28H_2_O"
Ashtonite,,"(Na_2_,Ca,K_2_,Sr)_4_(Al_8_Si_40_)O_96_·28H_2_O"
