Mineral_Name,cations_theoretical
Hanauerite,Ag;Hg
Demicheleite-(Br),Bi
Demicheleite-(Cl),Bi
Demicheleite-(I),Bi
Kermesite,Sb
Viaeneite,Fe;Pb
Erdite,Fe;Na
Coyoteite,Na;Fe
Ekplexite,Nb;Mo;W;Mg;Al
Ferrovalleriite,Fe;Cu;Mg;Al
Haapalaite,Mg;Fe;Ni
Valleriite,Fe;Cu;Mg;Al
Yushkinite,Mg;Al;V
Ferrotochilinite,Mg;Fe
Kaskasite,Mo;Nb;Mg;Al
Manganokaskasite,Mo;Nb;Mn;Al
Tochilinite,Mg;Fe
Wilhelmramsayite,Cu;Fe
Vyalsovite,Al;Ca;Fe
Bazhenovite,Ca
UKI-2004-(OS:BiCuPb),Pb;Cu;Bi
Proustite,Ag
Pyrargyrite,Ag
Eckerite,Ag;Cu
Pyrostilpnite,Ag
Xanthoconite,Ag
Samsonite,Ag;Mn
Bytízite,Cu
Skinnerite,Cu
Wittichenite,Cu
Argentian Wittichenite,Cu;Ag
Lapieite,Cu;Ni
Lisiguangite,Cu;Pt
Malyshevite,Cu;Pd
Mückeite,Cu;Ni
Roterbärite,Cu;Pd
Unnamed (Pd-Bi-Cu Selenide),Cu;Pd
Aktashite,Cu;Hg
Gruzdevite,Hg;Cu
Nowackiite,Cu;Zn
Laffittite,Ag;Hg
Arsiccioite,Ag;Hg;Tl
Ferrostalderite,Cu;Fe;Tl
Ralphcannonite,Ag;Zn;Tl
Routhierite,Cu;Ag;Hg;Zn;Tl
Stalderite,Cu;Ag;Zn;Fe;Hg;Tl
Unnamed (Ag-Fe endmember of Routhierite Group),Ag;Fe;Tl
Erniggliite,Tl;Sn
Bournonite,Cu;Pb
Cerromojonite,Bi;Cu;Pb
Seligmannite,Cu;Pb
Součekite,Bi;Cu;Pb
Unnamed (Pb-Cu-Bi Selenide),Cu;Pb
Eldragónite,Cu
Pyradoketosite,Ag
Argentotennantite-(Zn),Zn;Ag;Cu
Argentotetrahedrite-(Fe),Fe;Ag;Cu
Giraudite-(Zn),Fe;Zn;Cu
Goldfieldite,Cu;[box]
Hakite-(Hg),Hg;Cu
Kenoargentotetrahedrite-(Fe),Ag;Cu;[box];Fe
Rozhdestvenskayaite-(Zn),Ag;Zn
Tennantite-(Fe),Cu;Fe
Tennantite-(Zn),Cu;Zn
Tetrahedrite-(Fe),Cu;Fe
Tetrahedrite-(Hg),Cu;Hg
Tetrahedrite-(Zn),Cu;Zn
UM1992-21-S:AgFeSb,Ag;Fe
Pošepnýite,Hg;Cu;[box]
Annivite,Cu;Fe
Apthonite,Cu;Ag;Fe
Argentian Tetrahedrite,Cu;Ag;Fe;Zn
Argentiferous Auriferous Tetrahedrite,Cu;Au;Ag;Fe;Zn
Argentiferous Tennantite,Cu;Ag;Fe;Zn
Arsenantimonfahlerz,Cu;Fe;Zn
Arsenical Tetrahedrite,Cu;Fe;Zn
Bismuthian Tennantite,Cu;Fe;Zn
Bismuthian Tetrahedrite,Cu;Fe;Zn
Cd-Freibergite,Cu;Cd
Cobaltoan Bismuthian Tennantite,Cu;Fe;Zn;Co
Cuprobinnite,Cu;Ag;Fe;Zn
Frigidite,Cu;Ni;Fe;Zn
Kobaltfahlerz,Cu;Fe;Zn;Co
Malinowskit,Cu;Fe;Zn;Pb
Mercurian Tennantite,Cu;Fe;Zn;Hg
Mercurian Tetrahedrite,Cu;Fe;Zn;Hg
Stylotypite,Cu;Ag;Fe;Zn
Tellurian Tennantite,Cu;Fe;Te
Zincian Tennantite,Cu;Fe;Zn
Selenostephanite,Ag
Stephanite,Ag
Cupropearceite,Cu;Ag
Cupropolybasite,Cu;Ag
Pearceite,Ag;Cu
Polybasite,Ag;Cu
Selenopolybasite,Ag;Cu
UM1979-17-S:BiCuFe,Cu;Fe;Bi
UM2003-14-S:AgBiFeTe,Ag;Fe;Bi;Te
Ferrovorontsovite,Fe;Cu;Tl
Galkhaite,Cs;Tl;Hg;Cu;Zn
Vorontsovite,Hg;Cu;Tl
Hatchite,Tl;Pb;As;Ag
Wallisite,Cu;Ag;As;Pb;Tl
Sinnerite,As;Cu
Watanabeite,As;Sb;Cu
Simonite,As;Hg;Tl
Manganoquadratite,Ag;As;Mn
Quadratite,Cd;Pb;Ag;As
Smithite,Ag;As
Debattistiite,Ag;Hg;As
Trechmannite,Ag;As
Aleksite,Bi;Pb
Kochkarite,Bi;Pb
Poubaite,Bi;Pb
Rucklidgeite,Bi;Pb
Saddlebackite,Bi;Pb
Babkinite,Bi;Pb
Tvalchrelidzeite,As;Hg;Sb
Mutnovskite,As;Pb
Chalcostibite,Cu;Sb
Emplectite,Cu;Bi
Grundmannite,Cu;Bi
Hansblockite,Cu;Hg;Bi;Pb
Příbramite,Cu;Sb
Miargyrite,Ag;Sb
Arsenmiargyrite,Ag;Sb;As
Berthierite,Fe;Sb
Clerite,Sb;Mn
Garavellite,Sb;Fe;Bi
Graţianite,Mn;Bi
Aramayoite,Bi;Sb;Ag
Baumstarkite,Ag;Sb
UM1990-54-Se:BiCuPb,Cu;Pb;Ni;Co;Bi
UM2000-46-S:BiCuPb,Cu;Pb;Bi
Aikinite,Bi;Cu;Pb
Emilite,Pb;Cu;Bi
Friedrichite,Pb;Cu;Bi
Gladite,Pb;Cu;Bi
Hammarite,Pb;Cu;Bi
Krupkaite,Bi;Cu;Pb
Lindströmite,Bi;Cu;Pb
Paarite,Bi;Cu;Pb
Pekoite,Bi;Cu;Pb
Salzburgite,Bi;Cu;Pb
Argentoaikinite,Bi;Cu;Pb;Ag
Meneghinite,Cu;Pb;Sb
Jaskólskiite,Sb;Bi;Cu;Pb
Kobellite,Bi;Sb;Cu;Fe;Pb
Tintinaite,Sb;Bi;Cu;Pb
Antimonian Kobellite,Bi;Sb;Cu;Fe;Pb
Selenian kobellite,Bi;Sb;Cu;Fe;Pb
Giessenite,Cu;Fe;Bi;Sb;Pb
Izoklakeite,Pb;Cu;Fe;Sb;Bi
Eclarite,Cu;Fe;Pb;Bi
Benavidesite,Mn;Pb;Sb
Jamesonite,Fe;Pb;Sb
Manganoan Jamesonite,Fe;Mn;Pb;Sb
Sakharovaite,Fe;Pb;Bi;Sb
Nagyágite,Au;Te;Pb;Sb
Buckhornite,Au;Bi;Pb;Te
Jaszczakite,Au;Bi
Museumite,Pb;Sb;Te;Au
Berryite,Ag;Bi;Cu;Pb
Litochlebite,Ag;Bi;Pb
Luxembourgite,Bi;Cu;Pb;Ag
Watkinsonite,Bi;Cu;Pb
Meerschautite,Ag;Cu;Pb;Sb;As
Barikaite,Ag;Pb;Sb;As
Carducciite,Ag;Pb;Sb;As
Guettardite,Sb;Pb;As
Hyršlite,Sb;Pb;As
Sartorite,As;Pb
Twinnite,Pb;Sb
Argentobaumhauerite,Ag;Pb;As
Baumhauerite,As;Pb
Baumhauerite II,Pb;As
Bernarlottiite,As;Pb;Sb
Argentoliveingite,Ag;Pb;As
Liveingite,As;Pb
Argentodufrénoysite,Ag;Pb;As
Dufrénoysite,Pb;As
Rathite,Pb;As;Ag;Tl
Rathite-IV,Pb;As
Veenite,Sb;As;Pb
Boscardinite,Tl;Pb;As;Sb
Chabournéite,Tl;Sb;As;Pb
Dalnegroite,As;Sb;Pb;Tl
Dekatriasartorite,Tl;Pb;As
Écrinsite,Tl;Pb;As;Sb;Ag
Enneasartorite,Tl;Pb;As
Hendekasartorite,Tl;Pb;As
Heptasartorite,Tl;Pb;As
Incomsartorite,Tl;Pb;As
Parapierrotite,Sb;Tl
Philrothite,As;Tl
Pierrotite,As;Sb;Tl
Marumoite,As;Pb
Polloneite,Ag;Pb;As;Sb
Fülöppite,Sb;Pb
Plagionite,Pb;Sb
Heteromorphite,Sb;Pb
Rayite,Ag;Tl;Pb;Sb
Semseyite,Pb;Sb
Boulangerite,Pb;Sb
Falkmanite,Sb;Pb
Cuprian Boulangerite,Pb;Cu;Sb
Robinsonite,Pb;Sb
Moëloite,Pb;Sb
Dadsonite,Sb;Pb
Disulfodadsonite,Pb;Sb
Owyheeite,Ag;Pb;Sb
Zoubekite,Ag;Pb;Sb
Teremkovite,Ag;Pb;Sb
Parasterryite,Ag;As;Pb;Sb
Protochabournéite,Tl;Sb;As;Pb
Lopatkaite,Pb;Sb;As
Lorándite,As;Tl
Weissbergite,Sb;Tl
Christite,Tl;Hg;As
Richardsollyite,Tl;Pb;As
Jankovićite,As;Sb;Tl
Rebulite,Tl;Sb;As
Imhofite,As;Tl
Edenharterite,Tl;Pb;As
Jentschite,As;Pb;Sb;Tl
Hutchinsonite,Tl;Pb;As
Bernardite,As;Tl
Sicherite,As;Sb;Ag;Tl
Gabrielite,As;Sb;Tl;Cu;Ag
Tsygankoite,Mn;Tl;Hg;Sb;Pb
Drechslerite,Tl;Sb;As
Gerstleyite,Sb;As;Na
Ambrinoite,As;Sb;NH_4_;K
Vrbaite,As;Hg;Sb;Tl
Abramovite,Bi;In;Pb;Sn
Cylindrite,Sn;Sb;Pb;Fe
Lévyclaudite,Bi;Sb;Cu;Pb;Sn
Merelaniite,Pb;Mo;V;Sb
Coiraite,Pb;Sn;Fe;As
Franckeite,Sn;Sb;Pb;Fe
Ramosite,Pb;Sn;Mn;Sb
Incaite,Pb;Ag;Sn;Fe;Sb
Potosíite,Pb;Sn;Fe;Sb
Plumbostannite,Pb;Fe;Sn;Sb
Lengenbachite,Ag;As;Cu;Pb
Dantopaite,Pb;Cu;Bi;Ag
Cupromakopavonite,Pb;Cu;Bi;Ag
Cupropavonite,Pb;Cu;Bi;Ag
Pavonite,Ag;Bi
Kitaibelite,Ag;Pb;Bi
Grumiplucite,Hg;Bi
Kudriavite,Cd;Pb;Bi
Cupromakovickyite,Pb;Cu;Bi;Ag
Makovickyite,Ag;Bi;Cu;Pb
Benjaminite,Ag;Bi
Mummeite,Ag;Bi;Cu;Pb
Borodaevite,Bi;Sb;Ag;Fe;Pb
Mozgovaite,Bi;Pb
Livingstonite,Hg;Sb
Cuprobismutite,Cu;Bi;Ag
Kupčíkite,Bi;Cu;Fe
Hodrušite,Cu;Bi
Pizgrischite,Cu;Fe;Bi;Pb
Padĕraite,Bi;Cu;Ag;Pb
Cuboargyrite,Sb;Ag
Schapbachite,Ag;Bi;Pb
Bohdanowiczite,Ag;Bi
Matildite,Ag;Bi
Volynskite,Ag;Bi
Cupromatildite,Ag;Cu;Bi
Luboržákite,Mn;As;Sb
Diaphorite,Pb;Ag;Sb
Cosalite,Pb;Bi
Antimonian Cosalite,Pb;Bi;Sb
Argentocosalite,Pb;Ag;Cu;Bi
Argentocuprocosalite,Pb;Cu;Ag;Bi
Freieslebenite,Sb;Pb;Ag
Marrite,Ag;As;Pb
Cannizzarite,Bi;Pb
Wittite,Pb;Bi
Argentian Wittite,Pb;Ag;Bi
Junoite,Bi;Cu;Pb
Se-free Junoite,Bi;Cu;Pb
Felbertalite,Pb;Cu;Bi
Nordströmite,Bi;Cu;Pb
Proudite,Bi;Cu;Pb
Se-free Proudite,Bi;Cu;Pb
Ángelaite,Cu;Ag;Pb;Bi
Nuffieldite,Bi;Cu;Pb;Sb
Argentonuffieldite,Bi;Cu;Pb;Ag;Sb
Weibullite,Ag;Bi;Pb
Cuproneyite,Pb;Cu;Bi
Neyite,Ag;Bi;Cu;Pb
Rouxelite,Cu;Hg;Pb;Sb
Arsenmarcobaldiite,Pb;As;Sb
Geocronite,Sb;As;Pb
Jordanite,As;Sb;Pb
Marcobaldiite,Pb;Sb;As;Bi
Kirkiite,As;Bi;Pb
Tsugaruite,As;Pb
Zinkenite,Pb;Sb
Scainiite,Pb;Sb
Pillaite,Pb;Sb
Pellouxite,Cu;Ag;Pb;Sb
Chovanite,Sb;Pb
Tubulite,Ag;Pb;Sb
Gladkovskyite,Mn;Tl;As
UM1988-05-S:AgBiCuHgPb,Hg;Ag;Cu;Pb;Bi
UM1988-06-S:AgBiCuHgPb,Pb;Hg;Cu;Ag;Bi;Sb
Andorite IV,Ag;Pb;Sb
Andorite VI,Ag;Pb;Sb
Andreadiniite,Cu;Hg;Ag;Pb;Sb
Arsenquatrandorite,Ag;Pb;Sb;As
Clino-oscarkempffite,Ag;Pb;Sb;Bi
Erzwiesite,Ag;Pb;Bi
Fizélyite,Sb;Pb;Ag
Gustavite,Pb;Bi;Ag
Jasrouxite,Ag;Pb;Sb;As
Lillianite,Pb;Ag;Bi
Menchettiite,Pb;Mn;Ag;Sb;As
Oscarkempffite,Ag;Pb;Sb;Bi
Oyonite,Ag;Mn;Pb;Sb;As
Ramdohrite,Ag;Cd;Fe;In;Mn;Pb;Sb
Roshchinite,Ag;Cu;Pb;Sb
Staročeskéite,Ag;Pb;Bi;Sb
Terrywallaceite,Ag;Pb;Sb;Bi
Treasurite,Ag;Bi;Pb
Uchucchacuaite,Ag;Mn;Pb;Sb
Vikingite,Ag;Bi;Pb
Xilingolite,Bi;Pb
Bursaite,Pb;Bi
Argentian Lillianite,Pb;Ag;Bi
Argentiferous Xilingolite,Pb;Ag;Cu;Bi
Bismuthian Ramdohrite,Ag;Cd;Fe;In;Mn;Pb;Sb;Bi
Cuprolillianite,Pb;Cu;Ag;Bi
Nakaseite,Cu;Ag;Pb;Sb
Aschamalmite,Pb;Bi
Eskimoite,Pb;Bi;Ag
Heyrovskýite,Pb;Bi
Argentogoongarrite,Pb;Ag;Bi
Ourayite,Ag;Bi;Pb
Schirmerite,Pb;Ag;Bi
Ustarasite,Pb;Bi;Sb
Argentiferous Ustarasite,Pb;Bi;Sb;Ag
Gratonite,Pb;As
Marrucciite,Hg;Pb;Sb
Tazieffite,Bi;As;Pb;Cd
Vurroite,Bi;As;Pb;Sn
Daliranite,Pb;Hg;As
Ferdowsiite,Ag;Sb;As
Sangenaroite,Ag;Sb;As
Plumbian Ferdowsiite,Ag;Pb;Sb;As
Ellisite,Tl;As
Gillulyite,As;Sb;Tl
Galenobismutite,Pb;Bi
Argentiferous Galenobismutite,Pb;Ag;Bi
Enargite,Cu
Petrukite,Cu;Fe;Zn;Ag;In
Argentian Enargite,Cu;Ag
Stannoenargite,Cu
Barquillite,Cd;Cu
Briartite,Fe;Zn;Cu
Famatinite,Cu
Keutschite,Ag;Cu
Luzonite,Cu
Permingeatite,Cu
Zincobriartite,Cu;Zn;Fe;Ga
Seleniferous Famatinite,Cu
Stannoluzonite,Cu
Stibioluzonite (of Schneiderhöhn & Ramdohr),Cu
Stibioluzonite (of Stevanović),Cu
Fangite,Tl
Billingsleyite,Ag;As
Dervillite,As;Ag
Biagioniite,Tl;Sb
Daomanite,Pt;Cu;As
Vaughanite,Hg;Sb;Tl
Criddleite,Tl;Sb;Au;Ag
Fettelite,Hg;As;Ag
Chaméanite,Cu;Fe;As
Arcubisite,Ag;Bi;Cu
Mgriite,Cu;As
Benleonardite,Sb;As;Ag;Cu
Tsnigriite,Ag;Sb
Borovskite,Pd;Sb
Butianite,Ni;Sn
Jonassonite,Bi;Pb;Au
Nuwaite,Ni;Ge
Raberite,Tl;Ag;As;Sb
Spaltiite,Tl;Cu;As
Pokhodyashinite,Cu;Tl;Sb;As
Miharaite,Bi;Cu;Fe;Pb
Ardaite,Pb;Sb
Ciriottiite,Cu;Pb;Sb;As;Bi
Launayite,Sb;As;Cu;Pb
Madocite,Sb;As;Pb
Playfairite,Sb;As;Pb
Sorbyite,Sb;As;Cu;Pb
Sterryite,Ag;Cu;As;Sb;Pb
Larosite,Cu;Ag;Bi;Pb
Mazzettiite,Ag;Hg;Pb;Sb
Petrovicite,Bi;Cu;Hg;Pb
Crerarite,Pt;Pb;Bi
Quijarroite,Cu;Hg;Pb;Bi
Znamenskyite,Pb;In;Bi
Kaiyuhite,
Chukotkaite,Ag;Pb;Sb
Cetineite,K;Na;Sb
Ottensite,Na;K;Sb
Sarabauite,Ca;Sb
Marshite,Cu^1+^
Miersite,Ag;Cu^1+^
Nantokite,Cu^1+^
UM1999-11:I:CuS,Cu^1+^
Cupro-iodargyrite,Cu^1+^;Ag
Iodargyrite,Ag
Tocornalite,Ag;Hg^1+^
Bromargyrite,Ag
Chlorargyrite,Ag
Bromian Chlorargyrite,Ag
Chlorian Bromargyrite,Ag
Embolite,Ag
Iodian Bromargyrite,Ag
Iodian Bromian Chlorargyrite,Ag
Mercuroan Bromargyrite,Ag;Hg^1+^
Carobbiite,K
Griceite,Li
Halite,Na
Sylvite,K
Villiaumite,Na
Huantajayite,Na;Ag
Lafossaite,Tl^1+^
Nataliyamalikite,Tl^1+^
Salammoniac,NH_4_
UM1998-03-Cl:Tl,Tl^1+^
Calomel,Hg^2+^
Kuzminite,Hg^2+^
Moschelite,Hg^2+^
Neighborite,Mg;Na
Parascandolaite,Mg;K
Chlorocalcite,Ca;K
Javorieite,Fe^2+^;K
Kolarite,Pb^2+^;Te^?+^
Radhakrishnaite,Pb^2+^;Te^?+^
Challacolloite,K;Pb^2+^
Hephaistosite,Pb^2+^;Tl^1+^
Flinteite,K;Zn
Mellizinkalite,K;Zn
Sanguite,K;Cu^2+^
Brontesite,NH_4_;Pb^2+^
Tolbachite,Cu^2+^
Coccinite,Hg^2+^
Sellaite,Mg
Chloromagnesite,Mg
Lawrencite,Fe^2+^;Ni^2+^
Scacchite,Mn^2+^
Fluorite,Ca
Fluorocronite,Pb^2+^
Frankdicksonite,Ba
Strontiofluorite,Sr
Strontian Fluorite,Ca;Sr
Yttrocerite,Ca;Y;Ce^3+^
Yttrofluorite,Ca;Y
Tveitite-(Y),Ca;Na;Y
Gagarinite-(Ce),Na;REE;Ca
Gagarinite-(Y),Y;Na;Ca
Polezhaevaite-(Ce),Ce^3+^;Na;Sr
Zharchikhite,Al
Molysite,Fe^3+^
Fluocerite-(Ce),Ce^3+^;La
Fluocerite-(La),La;Ce^3+^
Gananite,Bi
Oskarssonite,Al
Waimirite-(Y),Y
Hydrohalite,Na
Carnallite,K;Mg
Bromcarnallite,K;Mg
Iodcarnallite,K;Mg
Novograblenovite,NH_4_;Mg
Cryobostryxite,K;Zn
Eriochalcite,Cu^2+^
Rokühnite,Fe^2+^
Bischofite,Mg
Brom-bischofite,Mg
Nickelbischofite,Ni^2+^
Sinjarite,Ca
Antarcticite,Ca
Tachyhydrite,Ca;Mg
Ghiaraite,Ca
Chloraluminite,Al
Hydromolysite,Fe^3+^
Cadwaladerite,Al
Korshunovskite,Mg
Nepskoeite,Mg
Koenenite,Al;Mg;Na
Chlor-manasseite,Mg;Al
Fluornatrocoulsellite,Ca;Na;Al;Mg
Ammineite,NH_3_;Cu^2+^
Ferruccite,Na
Avogadrite,K;Cs
Barberiite,NH_4_
Cryolithionite,Na;Li
Cryolite,Na
Elpasolite,Na;K
Simmonsite,Li;Na
Colquiriite,Li;Ca
Leonardsenite,Mg;Al
Weberite,Mg;Na
Karasugite,Ca;Sr
Usovite,Ba;Ca;Mg
Pachnolite,Ca;Na
Thomsenolite,Ca;Na
Carlhintzeite,Ca
Yaroslavite,Ca
Sbacchiite,Ca
Verneite,Na;Ca
Gearksutite,Ca
Acuminite,Sr
Tikhonenkovite,Sr
Artroeite,Pb^2+^
Calcjarlite,Ca;[box];Na;Mg
Jarlite,Mg;[box];Sr;Na
Jørgensenite,Sr;Ba;Na
Meta-jarlite,Na;Sr;Mg;Ca;Ba
Rosenbergite,Al
Topsøeite,Fe^3+^
Prosopite,Ca;Al
Jakobssonite,Ca
Chiolite,Na
Khodnevite,Na
Hydrokenoralstonite,[box];Al
UM1941-01-F:AlCaHMgNa,Na;Ca;Mg
Bøgvadite,Ba;Na;Sr
Stenonite,Sr;Ba;Na
Chukhrovite-(Ca),Ca;Al
Chukhrovite-(Ce),Ce^3+^;Y;Ca
Chukhrovite-(Nd),Nd;Y;Ca
Chukhrovite-(Y),Y;Ce^3+^;Ca
Meniaylovite,Ca
Creedite,Ca
Bøggildite,Na;Sr
Thermessaite,K
Thermessaite-(NH4),NH_4_
Kruijenite,Ca
Malladrite,Na
Bararite,NH_4_
Cryptohalite,NH_4_
Hieratite,K
Demartinite,K
Knasibfite,K;Na
Heklaite,K;Na
Chlormanganokalite,K;Mn^2+^
Rinneite,Fe^2+^;K;Na
Saltonseaite,Mn^2+^;K;Na
Erythrosiderite,Fe^3+^;K
Kremersite,NH_4_;K;Fe^3+^
Mitscherlichite,Cu^2+^;K
Douglasite,Fe^2+^;K
Redikortsevite,NH_4_;Mg
Kalithallite,K;Tl^3+^
Zirklerite,Fe^2+^;Mg;Ca;Al
Panichiite,NH_4_;Sn^4+^
Steropesite,Bi;Tl^1+^
Cuatrocapaite-(K),K;Na;Mg;[box]
Cuatrocapaite-(NH4),NH_4_;Na;Mg;[box]
Gajardoite,K;Ca
Lucabindiite,NH_4_;K
Mauriziodiniite,NH_4_
Russoite,NH_4_
Torrecillasite,Na
Cabvinite,Th^4+^
Melanothallite,Cu^2+^
Atacamite,Cu^2+^
Hibbingite,Fe^2+^
Kempite,Mn^2+^
Belloite,Cu^2+^
Botallackite,Cu^2+^
Clinoatacamite,Cu^2+^
Iyoite,Mn^2+^;Cu^2+^
Unnamed (Cu-Zn Chloride Hydroxide),Cu^2+^;Zn
Brombotallackite,Cu^2+^
Gillardite,Ni^2+^;Cu^2+^
Haydeeite,Cu^2+^;Mg
Herbertsmithite,Zn;Cu^2+^
Kapellasite,Cu^2+^;Zn
Kuliginite,Fe^2+^;Mg
Leverettite,Cu^2+^;Co^2+^
Misakiite,Cu^2+^;Mn^2+^
Paratacamite,Cu^2+^;Zn
Paratacamite-(Mg),Cu^2+^;Mg
Paratacamite-(Ni),Cu^2+^
Tondiite,Cu^2+^;Mg
Barlowite,Cu^2+^
Claringbullite,Cu^2+^
Simonkolleite,Zn
Buttgenbachite,Cu^2+^
Connellite,Cu^2+^
Abhurite,Sn^2+^
Ponomarevite,Cu^2+^;K
Anthonyite,Cu^2+^
Calumetite,Cu^2+^
Khaidarkanite,Al;Cu^2+^
Bobkingite,Cu^2+^
Avdoninite,Cu^2+^;K
Droninoite,Ni^2+^;Fe^3+^
Centennialite,Ca;Cu^2+^
Chrysothallite,K;Cu^2+^;Tl^3+^
Dioskouriite,Ca;Cu^2+^
Feodosiyite,Cu^2+^;Mg
Romanorlovite,Cu^2+^;K
Hydromelanothallite,Cu^2+^
Diaboleite,Pb^2+^;Cu^2+^
Pseudoboleite,Cu^2+^;Pb^2+^
Boleite,Ag;Cu^2+^;K;Pb^2+^
Cumengeite,Pb^2+^;Cu^2+^
Bideauxite,Ag;Pb^2+^
Chloroxiphite,Cu^2+^;Pb^2+^
Hematophanite,Pb^2+^;Fe^3+^
Asisite,Pb^2+^
Janchevite,V^5+^;Pb^2+^
Parkinsonite,Mo^6+^;Pb^2+^
Eddavidite,Cu^2+^;Pb^4+^
Murdochite,Cu^2+^;Pb^4+^
Yedlinite,Cr^3+^;Pb^2+^
Siidraite,Pb^2+^;Cu^1+^
Rickturnerite,Mg;Pb^2+^
Laurionite,Pb^2+^
Paralaurionite,Pb^2+^
Fiedlerite,Pb^2+^
Penfieldite,Pb^2+^
Laurelite,Pb^2+^
Bismoclite,Bi
Daubréeite,Bi
Matlockite,Pb^2+^
Rorisite,Ca
Zavaritskite,Bi
Zhangpeishanite,Ba
Nadorite,Pb^2+^;Sb^3+^
Perite,Bi;Pb^2+^
Telluroperite,Pb^2+^;Te^4+^
Aravaipaite,Pb^2+^
Calcioaravaipaite,Ca;Pb^2+^
Thorikosite,Pb^2+^;Sb^3+^
Mereheadite,Pb^2+^
Blixite,Pb^2+^
Pinalite,Pb^2+^
Symesite,Pb^2+^
Ecdemite,Pb^2+^;As^3+^
Mendipite,Pb^2+^
Damaraite,Pb^2+^
Onoratoite,Sb^3+^
Cotunnite,Pb^2+^
Pseudocotunnite,K;Pb^2+^
Barstowite,Pb^2+^
Rumseyite,Pb^2+^
Vladkrivovichevite,Pb^2+^;Mn^2+^
Yeomanite,Pb^2+^
Lorettoite,Pb^2+^
Sarawakite (of Frenzel),
Eglestonite,Hg^1+^
Kadyrelite,Hg^1+^
Poyarkovite,Hg^1+^
Hanawaltite,Hg^2+^;Hg^1+^
Terlinguaite,Hg^2+^
Pinchite,Hg^2+^
Gianellaite,(Hg_2_N)^1+^
Mosesite,(Hg_2_N)^1+^
Kleinite,(Hg_2_N)^1+^
Tedhadleyite,Hg^1+^;Hg^2+^
Vasilyevite,Hg^1+^
Aurivilliusite,Hg^1+^;Hg^2+^
Terlinguacreekite,Hg^2+^
Kelyanite,Hg^1+^;Sb^3+^
Comancheite,Hg^2+^
Gaildunningite,Hg^2+^;NHg^2+^_2_
Håleniusite-(La),La;Ce^3+^
Ice,H
Ice-VII,H
Cuprite,Cu^1+^
Paramelaconite,Cu^1+^;Cu^2+^
Crednerite,Mn^3+^;Cu^1+^
Tenorite,Cu^2+^
Delafossite,Fe^3+^;Cu^1+^
Mcconnellite,Cr^3+^;Cu^1+^
Bromellite,Be
Zincite,Zn
Bunsenite,Ni^2+^
Lime,Ca
Manganosite,Mn^2+^
Monteponite,Cd
Periclase,Mg
Wüstite,Fe^2+^
Ferropericlase,Mg;Fe^2+^
Magnesiowüstite,Fe^2+^;Mg
Palladinite,Pd^2+^;Cu^2+^
Hongquiite,Ti^2+^
Carbon Monoxide Ice,C^2+^
Swedenborgite,Be;Na;Sb^5+^
Brownmillerite,Ca;Fe^3+^;Al
Sharyginite,Ca;Ti^4+^;Fe^3+^
Shulamitite,Ca;Ti^4+^;Fe^3+^;Al
Srebrodolskite,Ca;Fe^3+^
Montroydite,Hg^2+^
Litharge,Pb^2+^
Romarchite,Sn^2+^
Massicot,Pb^2+^
Nataliakulikite,Ca;Ti^4+^;Fe^3+^;Fe^2+^;Si;Al
Chrysoberyl,Be;Al
Mariinskite,Be;Cr^3+^
Alexandrite,Be;Al;Cr^3+^
Manganostibite,Mn^2+^;Fe^2+^;Sb^5+^;As^5+^
Chukochenite,Li;Al
Chromite,Fe^2+^;Cr^3+^
Cochromite,Co^2+^;Cr^3+^
Coulsonite,Fe^2+^;V^3+^
Cuprospinel,Fe^3+^;Cu^2+^
Dellagiustaite,V^2+^;Al
Deltalumite,Al;[box]
Ellinaite,Ca;Cr^3+^
Filipstadite,Mn^2+^;Mg;Sb^5+^;Fe^3+^
Franklinite,Zn;Fe^3+^
Gahnite,Zn;Al
Galaxite,Mn^2+^;Al
Guite,Co^2+^;Co^3+^
Harmunite,Ca;Fe^3+^
Hercynite,Fe^2+^;Al
Jacobsite,Fe^3+^;Mn^2+^
Magnesiochromite,Cr^3+^;Mg
Magnesiocoulsonite,Mg;V^3+^
Magnesioferrite,Fe^3+^;Mg
Magnetite,Fe^2+^;Fe^3+^
Manganochromite,Cr^3+^;Mn^2+^
Qandilite,Ti^4+^;Fe^3+^;Al;Mg
Spinel,Al;Mg
Thermaerogenite,Cu^2+^;Al
Trevorite,Fe^3+^;Ni^2+^
Ulvöspinel,Fe^2+^;Ti^4+^
Vuorelainenite,Mn^2+^;V^3+^
Wernerkrauseite,Ca;Fe^3+^;Mn^3+^;Mn^4+^
Zincochromite,Cr^3+^;Zn
Nichromite,Ni^2+^;Co^2+^;Fe^2+^;Cr^3+^;Fe^3+^;Al
UM1994-06-O:AlCo,Co^2+^;Al
Aluminian Chromite,Fe^2+^;Cr^3+^;Al
Aluminous Magnetite,Fe^2+^;Fe^3+^;Al
Alumo-chrompicotite,Mg;Fe^2+^;Cr^3+^;Al
Alumoberezovite,Fe^2+^;Mg;Cr^3+^;Al
Berezovskite,Fe^2+^;Mg;Cr^3+^
Ceylonite,Al;Mg;Fe^2+^
Chrommagnetite,Fe^2+^;Fe^3+^;Cr^3+^
Chromohercynite,Fe^2+^;Al;Cr^3+^
Chrompicotite,Fe^2+^;Al;Cr^3+^
Cobaltochrompicotite,Fe^2+^;Al
